primary_key,event_time,less_than_1h_ocean,inland,island,near_bay,near_ocean,median_house_value,median_house_age,total_households,bedrooms_per_household,encoded_locality
Riverview West,2024-01-27 08:14:27.928568064,1,0,0,0,0,154485.7142857143,20-29,523,1.0327789562096463,492.0
Riviera,2024-01-27 08:14:27.928568064,0,0,0,0,1,471492.6923076923,30-39,331,1.017074932346578,460.46153846153845
Riviera/Westchester,2024-01-27 08:14:27.928568064,0,1,0,0,0,102071.42857142857,40-49,393,1.0952458915426562,196.0
Rockridge,2024-01-27 08:14:27.928568064,0,0,0,1,0,292483.3333333333,50-59,424,1.0435248555193903,1.0
Rohnerville,2024-01-27 08:14:27.928568064,1,0,0,0,0,80566.66666666667,20-29,384,1.0215916283029014,163.0
Rolando Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,134800.0,30-39,453,0.8486068992755084,671.0
Rolando Village,2024-01-27 08:14:27.928568064,0,0,0,0,1,154950.0,30-39,448,1.0719061378633543,671.0
Rollingwood,2024-01-27 08:14:27.928568064,0,1,0,0,0,218550.0,10-19,616,0.9648539335261328,602.5
Rollingwood Bluffs,2024-01-27 08:14:27.928568064,0,1,0,0,0,147000.0,10-19,277,1.0252707581227436,603.0
Romoland,2024-01-27 08:14:27.928568064,0,1,0,0,0,162350.0,0-9,597,1.1518462469733657,76.0
Roosevelt,2024-01-27 08:14:27.928568064,0,1,0,0,0,90536.98630136986,30-39,472,1.0274065473011844,188.0958904109589
Rose - Sartorette,2024-01-27 08:14:27.928568064,1,0,0,0,0,261166.66666666666,20-29,716,1.0280149913780896,785.0
Rose Garden,2024-01-27 08:14:27.928568064,1,0,0,0,0,356600.0,40-49,328,0.993290780141844,785.0
Rose Park,2024-01-27 08:14:27.928568064,0,0,0,0,0,137150.0,20-29,564,1.0044810058855003,779.0
Rosedale,2024-01-27 08:14:27.928568064,0,1,0,0,0,153150.0,0-9,736,1.087215084814355,196.0
Rosemont Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,136300.0,10-19,428,1.0048378581154305,595.0
Rosemont Square,2024-01-27 08:14:27.928568064,0,1,0,0,0,116300.0,10-19,3234,1.0383426097711812,595.0
Rossmoor,2024-01-27 08:14:27.928568064,0,0,0,1,0,166480.0,20-29,632,1.009428795996778,124.7
Royal Oaks,2024-01-27 08:14:27.928568064,1,0,0,0,0,226875.0,10-19,303,1.1047706879627852,76.0
Rubidoux,2024-01-27 08:14:27.928568064,0,1,0,0,0,106481.81818181818,20-29,649,1.0648646089367437,551.0
Rudgear Estates,2024-01-27 08:14:27.928568064,0,0,0,1,0,287300.0,10-19,421,1.0403800475059382,71.0
Ruskin,2024-01-27 08:14:27.928568064,1,0,0,0,0,264900.0,10-19,446,1.0266817787863,785.0
Russian Hill,2024-01-27 08:14:27.928568064,0,0,0,1,0,427373.57692307694,50-59,690,1.07539521865763,713.0
Rustic Lane,2024-01-27 08:14:27.928568064,1,0,0,0,0,225600.0,30-39,453,1.0463576158940397,515.0
Ruth Hardy Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,159000.0,20-29,1340,1.3723880597014926,582.0
SBHS,2024-01-27 08:14:27.928568064,0,1,0,0,0,75500.0,40-49,414,1.156858275279328,629.0
SUN,2024-01-27 08:14:27.928568064,1,0,0,0,0,195500.0,30-39,559,1.032586228044353,785.0
Saddleback View,2024-01-27 08:14:27.928568064,1,0,0,0,0,171400.0,20-29,609,1.0377668308702792,492.0
Sagepointe,2024-01-27 08:14:27.928568064,0,1,0,0,0,100700.0,10-19,1797,1.0578742348358374,196.0
Saint Elizabeth,2024-01-27 08:14:27.928568064,0,0,0,1,0,118760.0,40-49,483,1.1133092848141026,1.0
Samarkand,2024-01-27 08:14:27.928568064,0,0,0,0,1,300700.0,30-39,484,1.115858175714326,772.0
San Andreas,2024-01-27 08:14:27.928568064,0,1,0,0,0,101550.0,20-29,867,1.0650748396293657,633.0
San Antonio,2024-01-27 08:14:27.928568064,0,0,0,1,0,110860.0,40-49,329,1.136620504300876,1.0
San Bernardino International Airport,2024-01-27 08:14:27.928568064,0,1,0,0,0,78000.0,0-9,896,1.1629464285714286,629.0
San Carlos,2024-01-27 08:14:27.928568064,1,0,0,0,0,199115.38461538462,20-29,412,1.0253122274682576,671.0
San Diego Country Estates,2024-01-27 08:14:27.928568064,1,0,0,0,0,221000.0,0-9,1697,1.1467295226870948,687.0
San Felipe,2024-01-27 08:14:27.928568064,1,0,0,0,0,131300.0,50-59,26,1.2307692307692308,799.0
San Gorgonio,2024-01-27 08:14:27.928568064,0,1,0,0,0,85033.33333333333,20-29,353,1.326641132554481,630.3333333333334
San Joaquin Marsh,2024-01-27 08:14:27.928568064,1,0,0,0,0,231000.0,0-9,286,1.0348258706467661,507.0
San Juan Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,147300.0,20-29,452,1.0265486725663717,602.0
San Lauren,2024-01-27 08:14:27.928568064,0,1,0,0,0,126400.0,10-19,317,1.0063091482649842,196.0
San Luis Rey,2024-01-27 08:14:27.928568064,0,0,0,0,1,139283.33333333334,10-19,656,1.0319046011998556,692.0
San Mateo Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,455634.0,40-49,453,1.07724121987242,753.0
San Miguel,2024-01-27 08:14:27.928568064,1,0,0,0,0,244800.0,20-29,605,0.9889482804634241,670.1666666666666
San Pasqual Valley,2024-01-27 08:14:27.928568064,1,0,0,0,0,248300.0,20-29,419,1.0644391408114557,699.0
San Pedro,2024-01-27 08:14:27.928568064,0,0,0,0,1,292007.862745098,30-39,529,0.9950318604226818,254.0
San Roque,2024-01-27 08:14:27.928568064,1,0,0,0,0,383100.0,20-29,409,0.9486552567237164,772.0
San Tomas,2024-01-27 08:14:27.928568064,1,0,0,0,0,279750.0,20-29,686,1.0246618942848784,786.0
San Ysidro,2024-01-27 08:14:27.928568064,0,0,0,0,1,124550.0,10-19,546,1.0214003914974163,671.0
Sandpointe,2024-01-27 08:14:27.928568064,1,0,0,0,0,256200.0,10-19,623,1.0118009605672706,492.0
Santa Anita,2024-01-27 08:14:27.928568064,1,0,0,0,0,159950.0,10-19,588,1.050820230082345,492.0
Santa Barbara Downtown,2024-01-27 08:14:27.928568064,1,0,0,0,0,320133.3333333333,40-49,285,1.0735886220056818,772.0
Santa Clara,2024-01-27 08:14:27.928568064,0,0,0,1,0,170060.0,30-39,230,0.9808486123572134,9.0
Santa Fe,2024-01-27 08:14:27.928568064,0,0,0,1,0,98233.33333333333,30-39,344,1.0647403607532968,87.0
Santa Fe Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,159900.0,10-19,1006,1.1988071570576542,701.0
Santee,2024-01-27 08:14:27.928568064,1,0,0,0,0,162933.33333333334,10-19,509,1.0776208450207814,785.0
Saranap,2024-01-27 08:14:27.928568064,0,0,0,1,0,270700.0,30-39,406,1.0387315809585216,71.0
Sawtelle,2024-01-27 08:14:27.928568064,1,0,0,0,0,228150.0,20-29,812,1.0201385543875556,254.0
Scenic Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,88600.0,10-19,420,0.9880952380952381,939.0
Scotland,2024-01-27 08:14:27.928568064,0,1,0,0,0,82175.0,30-39,346,1.0020938409201885,600.0
Scripps Ranch,2024-01-27 08:14:27.928568064,1,0,0,0,0,293940.0,10-19,339,1.0169109152344453,671.0
Sea Cliff,2024-01-27 08:14:27.928568064,0,0,0,1,0,438660.6,40-49,333,1.035196031799741,713.0
Seabright,2024-01-27 08:14:27.928568064,0,0,0,0,1,244566.66666666666,40-49,370,0.9627707614144697,802.0
Seaport,2024-01-27 08:14:27.928568064,0,1,0,0,0,59615.38461538462,30-39,280,1.0954067327506503,715.0
Seaside,2024-01-27 08:14:27.928568064,1,0,0,0,0,357237.5,30-39,449,1.0704105895429255,272.0
Seccombe Lane,2024-01-27 08:14:27.928568064,0,1,0,0,0,68733.33333333333,40-49,541,1.1507484638054553,629.0
Sedco Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,162200.0,0-9,2426,1.1236603462489696,565.0
Sequoyah,2024-01-27 08:14:27.928568064,0,0,0,1,0,226725.0,30-39,290,1.0231641191783802,1.0
Serra Highlands,2024-01-27 08:14:27.928568064,0,0,0,0,1,272400.0,30-39,761,1.0373903429661882,748.0
Serra Mesa,2024-01-27 08:14:27.928568064,0,0,0,0,1,171586.66666666666,30-39,372,1.020461039871974,671.0
Serramonte,2024-01-27 08:14:27.928568064,0,0,0,0,1,279466.6666666667,20-29,1132,1.013808590870627,714.0
Seven Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,103400.0,0-9,1444,1.0311634349030472,196.0
Shackelford,2024-01-27 08:14:27.928568064,0,1,0,0,0,57050.0,30-39,321,1.009976301506001,888.0
Shady Hills Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,169500.0,10-19,515,1.0601941747572816,602.0
Shafter,2024-01-27 08:14:27.928568064,0,0,0,1,0,176860.0,40-49,315,1.0780504303298362,1.0
Shandin Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,94825.0,30-39,188,1.078301096704395,629.0
Sharon Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,20-29,346,0.976527409143685,761.0
Sharp Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,258400.0,20-29,276,0.9455177448704957,750.0
Shasta-Hanchett Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,298800.0,50-59,410,1.0292902057310551,785.0
Shawnee,2024-01-27 08:14:27.928568064,1,0,0,0,0,256450.0,20-29,874,1.0002399379852593,785.0
Sherman Oaks,2024-01-27 08:14:27.928568064,1,0,0,0,0,378204.54347826086,30-39,559,1.0652796200577797,254.08695652173913
Sherwood Forest & Thistle Development,2024-01-27 08:14:27.928568064,1,0,0,0,0,192650.0,20-29,459,1.0212252441979492,488.0
Sherwoods Manor,2024-01-27 08:14:27.928568064,0,1,0,0,0,138420.0,10-19,540,1.034409643025819,715.0
Shields-Reid,2024-01-27 08:14:27.928568064,0,0,0,1,0,85400.0,30-39,205,1.097238235679096,87.0
Shirrells,2024-01-27 08:14:27.928568064,0,1,0,0,0,82800.0,20-29,485,1.1450580388291722,629.0
Shoreline West,2024-01-27 08:14:27.928568064,0,0,0,1,0,280422.22222222225,20-29,526,1.0128552002121785,789.0
Shoreview,2024-01-27 08:14:27.928568064,0,0,0,0,1,273860.0,30-39,374,1.0241953236273689,753.0
Show Place,2024-01-27 08:14:27.928568064,0,1,0,0,0,78100.0,30-39,227,0.725614166354907,629.0
Sierra Gardens,2024-01-27 08:14:27.928568064,0,1,0,0,0,145400.0,20-29,1000,1.1466853770549996,530.0
Sierra Linda,2024-01-27 08:14:27.928568064,0,0,0,0,1,219900.0,20-29,775,0.9496774193548387,963.0
Sierra Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,275666.6666666667,20-29,532,1.0754711272764519,595.0
Sign Hill,2024-01-27 08:14:27.928568064,0,0,0,0,1,286925.0,30-39,502,1.0207120506151564,748.0
Silver Creek,2024-01-27 08:14:27.928568064,0,1,0,0,0,109800.0,0-9,495,1.0484848484848486,196.0
Silver Lake,2024-01-27 08:14:27.928568064,1,0,0,0,0,253507.14285714287,40-49,559,1.0957521051399595,254.0
Silver Strand,2024-01-27 08:14:27.928568064,0,0,0,0,1,450000.0,30-39,526,1.1330798479087452,963.0
Silver Terrace,2024-01-27 08:14:27.928568064,0,0,0,1,0,224100.0,40-49,471,1.004810381739439,713.0
Silverwood,2024-01-27 08:14:27.928568064,0,0,0,1,0,434500.0,30-39,258,0.9341085271317829,72.0
Skyline,2024-01-27 08:14:27.928568064,0,0,0,0,1,114500.0,20-29,776,1.0291222544084146,671.0
Skyline-Hillcrest Estates,2024-01-27 08:14:27.928568064,0,0,0,1,0,371000.0,20-29,1967,1.0411794611082867,1.0
Sleepy Hollow,2024-01-27 08:14:27.928568064,0,0,0,0,0,332300.0,20-29,844,1.0322958705311645,495.5
Small Canyon,2024-01-27 08:14:27.928568064,0,1,0,0,0,159333.33333333334,10-19,353,1.035124740857501,633.0
Snail,2024-01-27 08:14:27.928568064,1,0,0,0,0,240866.66666666666,30-39,647,1.0578616352201258,790.0
SoMa,2024-01-27 08:14:27.928568064,0,0,0,1,0,221533.33333333334,40-49,313,1.3651903946221775,713.0
Somerset,2024-01-27 08:14:27.928568064,1,0,0,0,0,200200.0,30-39,561,1.040917131536171,260.0
Sonsara,2024-01-27 08:14:27.928568064,0,0,0,1,0,355600.0,20-29,373,0.9195710455764075,78.0
Sorrento Valley,2024-01-27 08:14:27.928568064,0,0,0,0,0,183400.0,0-9,1584,1.0448897527841947,671.0
South Arroyo,2024-01-27 08:14:27.928568064,1,0,0,0,0,422975.5,40-49,422,1.0378546892971652,261.0
South Bank,2024-01-27 08:14:27.928568064,0,0,0,0,1,226550.0,10-19,873,1.1118489921026429,963.0
South Beach,2024-01-27 08:14:27.928568064,0,0,0,1,0,315625.0,20-29,490,1.1362426651305906,713.0
South Berkeley,2024-01-27 08:14:27.928568064,0,0,0,1,0,204143.75,40-49,542,1.0642697105572358,0.0
South Boulevard,2024-01-27 08:14:27.928568064,1,0,0,0,0,126133.33333333333,30-39,304,1.028374490913955,699.0
South Cirby,2024-01-27 08:14:27.928568064,0,1,0,0,0,171050.0,10-19,1028,1.0244565580642142,530.0
South Coast Metro,2024-01-27 08:14:27.928568064,1,0,0,0,0,209560.0,10-19,754,1.0820517340184206,498.0
South Fair Oaks,2024-01-27 08:14:27.928568064,0,0,0,0,1,223033.33333333334,30-39,335,1.0949764856604698,758.0
South Hagginwood,2024-01-27 08:14:27.928568064,0,1,0,0,0,62850.0,30-39,471,1.1670846304623543,595.0
South Los Altos,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,30-39,206,1.0086288033725914,796.0
South Los Angeles,2024-01-27 08:14:27.928568064,1,0,0,0,0,119418.83427495293,40-49,375,1.054183692139214,256.08662900188324
South Montebello,2024-01-27 08:14:27.928568064,1,0,0,0,0,185815.05376344087,30-39,459,1.0210015032609494,313.81720430107526
South Oak Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,65400.0,30-39,556,1.0575539568345325,595.0
South Oceanside,2024-01-27 08:14:27.928568064,0,0,0,0,1,283475.25,20-29,532,1.132708775227511,692.0
South Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,139444.44444444444,30-39,540,1.0603617963516037,714.5555555555555
South Redlands,2024-01-27 08:14:27.928568064,0,1,0,0,0,166916.66666666666,20-29,423,1.0309055552400674,573.0
South Redondo,2024-01-27 08:14:27.928568064,1,0,0,0,0,409089.05555555556,20-29,644,1.0660949052746849,347.0
South San Jose,2024-01-27 08:14:27.928568064,1,0,0,0,0,199954.83870967742,20-29,612,1.0454277687059501,785.0
South San Lauren,2024-01-27 08:14:27.928568064,0,1,0,0,0,132200.0,10-19,1030,1.0097087378640777,196.0
South San Mateo,2024-01-27 08:14:27.928568064,0,0,0,0,1,319636.36363636365,30-39,581,1.0396730586661675,753.0
South Sundale,2024-01-27 08:14:27.928568064,1,0,0,0,0,222950.0,20-29,590,1.0741523213354198,12.0
South Winds,2024-01-27 08:14:27.928568064,0,0,0,0,1,192000.0,20-29,1318,1.0364188163884673,963.0
South Wrigley,2024-01-27 08:14:27.928568064,0,0,0,0,1,186050.0,40-49,556,1.039655857660206,275.0
South of Conant,2024-01-27 08:14:27.928568064,1,0,0,0,0,226733.33333333334,40-49,256,1.0134458605268701,275.0
South of Seminary - Vintage Oaks,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,40-49,282,1.177304964539007,761.0
Southcrest,2024-01-27 08:14:27.928568064,0,0,0,0,1,89500.0,30-39,354,1.0097125161815885,671.0
Southeast Anaheim,2024-01-27 08:14:27.928568064,1,0,0,0,0,206441.66666666666,20-29,420,0.9571177272867978,488.0
Southeast Carmel,2024-01-27 08:14:27.928568064,0,0,0,0,1,472867.0,40-49,343,1.4899727130032376,467.0
Southeast Growth Area,2024-01-27 08:14:27.928568064,0,1,0,0,0,154700.0,20-29,613,1.0016313213703099,114.0
Southeast Torrance,2024-01-27 08:14:27.928568064,1,0,0,0,0,350450.0,20-29,461,1.043365235685186,272.0
Southeastern Sacramento,2024-01-27 08:14:27.928568064,0,1,0,0,0,107869.23076923077,30-39,475,1.0278667789743696,595.0
Southern Pacific / Richards,2024-01-27 08:14:27.928568064,0,1,0,0,0,76250.0,30-39,104,1.0263157894736843,595.0
Southgate,2024-01-27 08:14:27.928568064,0,1,0,0,0,103069.23076923077,30-39,289,1.0651397626672,138.46153846153845
Southridge Village,2024-01-27 08:14:27.928568064,0,1,0,0,0,147275.0,0-9,1039,1.1017649224803385,626.0
Southside Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,84900.0,30-39,249,1.1364538847154857,595.0
Southwest Anaheim,2024-01-27 08:14:27.928568320,1,0,0,0,0,211371.42857142858,20-29,460,1.0662076246795658,488.0
Southwest Annex,2024-01-27 08:14:27.928568064,0,0,0,1,0,119600.0,30-39,555,1.1657657657657658,87.0
Southwest Berkeley,2024-01-27 08:14:27.928568064,0,0,0,1,0,129677.77777777778,40-49,327,1.048676249333379,0.0
Southwest Industrial Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,176100.0,20-29,286,1.1914984891143618,626.0
Southwest Santa Rosa,2024-01-27 08:14:27.928568064,1,0,0,0,0,147845.45454545456,20-29,515,1.026560141426866,867.0
Southwestern Sacramento,2024-01-27 08:14:27.928568064,0,1,0,0,0,150150.0,20-29,720,1.0344518223917112,595.0
Southwood,2024-01-27 08:14:27.928568064,1,0,0,0,0,350150.0,30-39,305,1.025989346215542,272.0
Southwood Riviera,2024-01-27 08:14:27.928568064,1,0,0,0,0,365166.6666666667,20-29,914,1.0132285892626849,272.0
Southwood Sunray,2024-01-27 08:14:27.928568064,1,0,0,0,0,417800.0,20-29,939,0.9946751863684771,272.0
Spanos Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,244700.0,10-19,90,1.0222222222222221,715.0
Sparr Heights,2024-01-27 08:14:27.928568064,1,0,0,0,0,312100.0,40-49,296,0.9711978928080622,260.0
Spice Tract,2024-01-27 08:14:27.928568064,0,1,0,0,0,76750.0,10-19,903,0.9998841445523383,196.0
Springtown,2024-01-27 08:14:27.928568064,0,1,0,0,0,196300.0,10-19,1596,1.0139180770715033,17.0
St Thomas Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,111400.0,0-9,1283,1.0413094310210445,815.0
St. Francis,2024-01-27 08:14:27.928568064,0,0,0,0,1,296650.0,20-29,694,1.0193346969234098,714.0
St. Leo's,2024-01-27 08:14:27.928568064,1,0,0,0,0,242533.33333333334,40-49,357,1.0461404768201912,785.0
Stadium West,2024-01-27 08:14:27.928568064,0,1,0,0,0,69900.0,30-39,191,0.9167492116293934,629.0
Stanford Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,122900.0,0-9,411,1.0535279805352797,815.0
Stanley,2024-01-27 08:14:27.928568064,0,0,0,1,0,323300.0,30-39,504,1.0350285417747793,72.0
Stanton Gardens,2024-01-27 08:14:27.928568064,0,1,0,0,0,135800.0,10-19,397,1.0453400503778338,596.0
Staumbaugh Heller,2024-01-27 08:14:27.928568064,0,0,0,0,1,239750.0,40-49,641,1.0640433473930178,758.0
Stockdale Country Club,2024-01-27 08:14:27.928568064,0,1,0,0,0,224100.0,10-19,265,0.9660377358490566,196.0
Stockton,2024-01-27 08:14:27.928568064,0,0,0,0,1,86585.71428571429,30-39,257,1.0556076047924707,671.0
Stonewood,2024-01-27 08:14:27.928568064,0,1,0,0,0,146400.0,10-19,576,0.9809027777777778,715.0
Stratford Gardens,2024-01-27 08:14:27.928568064,1,0,0,0,0,389650.0,20-29,542,1.033164369758202,790.0
Stratford Square,2024-01-27 08:14:27.928568064,1,0,0,0,0,229557.14285714287,30-39,264,1.0215353163228966,275.0
Studio City,2024-01-27 08:14:27.928568064,1,0,0,0,0,398080.1,30-39,657,1.050828810236506,254.25
Studio Village,2024-01-27 08:14:27.928568064,1,0,0,0,0,332875.0,30-39,308,1.0745778201924279,269.0
Suburban Park–Lorelei Manor–Flood Park Triangle,2024-01-27 08:14:27.928568064,0,0,0,1,0,252150.0,30-39,633,1.0277777777777777,761.0
Sugarloaf,2024-01-27 08:14:27.928568064,0,0,0,0,1,388875.0,30-39,409,1.0127823148450996,753.0
Sulphur Creek Hill,2024-01-27 08:14:27.928568064,0,1,0,0,0,105000.0,10-19,1072,1.0569029850746268,815.0
Summerview,2024-01-27 08:14:27.928568064,0,0,0,0,1,163850.0,10-19,560,0.9698851445159662,692.0
Sun City,2024-01-27 08:14:27.928568064,1,0,0,0,0,101425.0,10-19,976,1.109401373327837,560.0
Sun Valley,2024-01-27 08:14:27.928568064,1,0,0,0,0,183988.46153846153,30-39,409,1.0655000367706615,254.07692307692307
Suncountry,2024-01-27 08:14:27.928568064,0,1,0,0,0,116000.0,10-19,1882,1.0584484590860785,595.0
Sundale,2024-01-27 08:14:27.928568064,1,0,0,0,0,228450.0,20-29,730,1.0023637773155567,12.0
Sunkist Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,310500.0,30-39,267,1.0372441683122149,269.0
Sunland-Tujunga,2024-01-27 08:14:27.928568064,1,0,0,0,0,207181.81818181818,30-39,466,1.0387216925422522,254.0
Sunnydale,2024-01-27 08:14:27.928568064,0,0,0,1,0,215300.0,40-49,478,1.0230125523012552,713.0
Sunnyslope,2024-01-27 08:14:27.928568064,0,1,0,0,0,130300.0,20-29,654,1.1487298892644104,551.0
Sunnyvale West,2024-01-27 08:14:27.928568064,1,0,0,0,0,353165.0,20-29,618,1.0257331404401584,790.0
Sunrise Acres,2024-01-27 08:14:27.928568064,0,1,0,0,0,142900.0,10-19,652,1.021472392638037,531.0
Sunrise Antelope,2024-01-27 08:14:27.928568064,0,1,0,0,0,91600.0,20-29,492,1.0792451261041223,600.0
Sunrise Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,145300.0,10-19,590,0.9932203389830508,531.0
Sunrise Haven,2024-01-27 08:14:27.928568064,0,1,0,0,0,91466.66666666667,20-29,493,0.748939879924336,608.0
Sunrise Pines,2024-01-27 08:14:27.928568064,0,1,0,0,0,108700.0,10-19,192,0.96875,595.0
Sunrise Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,145600.0,10-19,568,1.051056338028169,531.0
Sunrise Villas,2024-01-27 08:14:27.928568064,0,1,0,0,0,134250.0,10-19,1518,1.0640086508796087,531.0
Sunrise Willowood,2024-01-27 08:14:27.928568064,0,1,0,0,0,130600.0,0-9,3086,1.0991574854180168,595.0
Sunrise Woods,2024-01-27 08:14:27.928568064,0,1,0,0,0,205850.0,10-19,160,0.9566115702479339,603.0
Sunset Beach,2024-01-27 08:14:27.928568064,0,0,0,0,1,456425.5,20-29,257,1.2040450427121172,519.0
Sunset Cliffs,2024-01-27 08:14:27.928568064,0,0,0,0,1,383666.6666666667,30-39,299,0.9800398362095012,671.0
Sunset Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,419410.1,30-39,473,1.040677247974249,268.0
Sunset Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,138900.0,20-29,979,0.992849846782431,815.0
Sunview Place,2024-01-27 08:14:27.928568064,0,1,0,0,0,90400.0,20-29,355,1.0394366197183098,597.0
Sunwood Central,2024-01-27 08:14:27.928568064,1,0,0,0,0,205033.33333333334,20-29,356,1.079674737427124,492.0
Sycamore Canyon / Canyon Springs,2024-01-27 08:14:27.928568064,0,1,0,0,0,135700.0,10-19,219,0.9680365296803652,551.0
Sylmar,2024-01-27 08:14:27.928568064,1,0,0,0,0,184624.24242424243,20-29,641,0.9886783059437294,232.42424242424244
Sylvia Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,40-49,131,1.0687022900763359,257.0
Tahquitz River Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,161750.0,20-29,1087,1.3695675138064174,582.0
Tallac Village,2024-01-27 08:14:27.928568064,0,1,0,0,0,82300.0,30-39,358,1.014295908073128,595.0
Talmadge,2024-01-27 08:14:27.928568064,0,0,0,0,1,169855.55555555556,30-39,433,1.0677881090011896,671.0
Tarzana,2024-01-27 08:14:27.928568064,1,0,0,0,0,368071.71428571426,20-29,707,1.0391952148469883,254.0
Temescal,2024-01-27 08:14:27.928568064,0,0,0,1,0,168857.14285714287,50-59,375,1.089824421783848,1.0
Tennyson - Alquire,2024-01-27 08:14:27.928568064,0,0,0,1,0,172820.0,20-29,423,1.0012675205375783,9.0
Terra Nova,2024-01-27 08:14:27.928568064,0,0,0,0,1,225600.0,0-9,514,1.0544747081712063,678.0
Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,94266.66666666667,20-29,1061,1.073061221137514,628.6666666666666
The Bluffs,2024-01-27 08:14:27.928568064,0,1,0,0,0,145000.0,0-9,1045,1.1492822966507177,114.0
The Castro,2024-01-27 08:14:27.928568064,0,0,0,1,0,400943.0,50-59,569,1.0452738151083023,713.0
The Flats,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,40-49,314,1.05096300863872,258.0
The Oaks,2024-01-27 08:14:27.928568064,0,0,0,0,0,335150.5,0-9,1064,1.1473344573410171,274.5
The Villages,2024-01-27 08:14:27.928568064,1,0,0,0,0,264533.3333333333,10-19,628,1.0458888168908669,785.0
The Willows,2024-01-27 08:14:27.928568064,0,0,0,1,0,419367.0,40-49,498,1.0007097001716208,761.0
Thorton Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,234000.0,20-29,418,0.999248277900378,492.0
Tierrasanta,2024-01-27 08:14:27.928568064,1,0,0,0,0,250416.66666666666,10-19,739,1.0529441815004785,671.0
Tijuana River Valley,2024-01-27 08:14:27.928568064,0,0,0,0,1,126600.0,0-9,1016,1.0673436414971578,671.0
Timberlane,2024-01-27 08:14:27.928568064,0,1,0,0,0,125100.0,20-29,591,1.0081398113656177,595.0
Toluca Lake,2024-01-27 08:14:27.928568064,1,0,0,0,0,466525.75,40-49,525,1.0701911645415825,254.0
Tower District,2024-01-27 08:14:27.928568064,0,1,0,0,0,62277.77777777778,40-49,417,1.048480614611916,114.0
Towncenter,2024-01-27 08:14:27.928568064,0,1,0,0,0,131100.0,30-39,300,1.0666666666666667,61.0
Townsite,2024-01-27 08:14:27.928568064,0,0,0,0,1,212333.33333333334,20-29,458,1.1510533691770435,692.0
Traffic Circle Area,2024-01-27 08:14:27.928568064,0,0,0,0,1,212433.33333333334,30-39,488,1.056566560793996,275.0
Travis Air Force Base,2024-01-27 08:14:27.928568064,0,1,0,0,0,81300.0,30-39,2152,1.0343866171003717,856.0
Treasure Island,2024-01-27 08:14:27.928568064,0,0,0,1,0,250000.0,20-29,962,1.0862785862785862,713.0
Trestle Glen,2024-01-27 08:14:27.928568064,0,0,0,1,0,311950.0,50-59,358,1.0369440060290072,1.0
Tri-City,2024-01-27 08:14:27.928568064,0,0,0,0,1,151600.0,10-19,1162,1.0611015490533562,692.0
Trinity Woods Condos,2024-01-27 08:14:27.928568064,0,1,0,0,0,95600.0,10-19,497,1.0845070422535212,608.0
Tropico,2024-01-27 08:14:27.928568064,1,0,0,0,0,214666.66666666666,30-39,508,1.0786121780125935,260.0
Trousdale Estates,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,20-29,520,0.9807692307692307,258.0
Tujunga,2024-01-27 08:14:27.928568064,1,0,0,0,0,221286.36363636365,30-39,446,1.041258953978285,245.9090909090909
Turtle Rock,2024-01-27 08:14:27.928568064,1,0,0,0,0,444233.6666666667,10-19,407,1.004288484664538,507.0
Tustin Legacy,2024-01-27 08:14:27.928568064,1,0,0,0,0,162500.0,0-9,978,1.0143149284253579,508.0
